text,label
"How to pass props to {this.props.children} I'm trying to find the proper way to define some components which could be used in a generic way:

<Parent>
  <Child value=""1"">
  <Child value=""2"">
</Parent>
There is a logic ...",105
"Activity restart on rotation Android In my Android application, when I rotate the device (slide out the keyboard) then my Activity is restarted (onCreate is called). Now, this is probably how it's supposed to be, but I do a lot of ...",98
"Python: how to determine if an object is iterable? Is there a method like isiterable? The only solution I have found so far is to call:
hasattr(myObj, '__iter__')

but I am not sure how foolproof this is.",66
"Using Git with Visual Studio [closed] As a long-time Visual SourceSafe user (and hater) I was discussing switching to SVN with a colleague; he suggested using Git instead. Since, apparently, it can be used as peer-to-peer without a ...",43
How do I find the location of my Python site-packages directory? How do I find the location of my site-packages directory?,66
"Create Generic method constraining T to an Enum I'm building a function to extend the Enum.Parse concept that

Allows a default value to be parsed in case that an Enum value is not found
Is case insensitive

So I wrote the following:
public static ...",23
"Multiline string literal in C# Is there an easy way to create a multiline string literal in C#?

Here's what I have now:

string query = ""SELECT foo, bar""
+ "" FROM table""
+ "" WHERE id = 42"";
I know PHP has

<<<BLOCK

BLOCK;...",23
"What is Gradle in Android Studio? Gradle is a bit confusing to me, and also for any new Android developer. Can anyone explain what Gradle in Android Studio is and what its purpose is? Why is it included in Android Studio?",20
"Getting key with maximum value in dictionary? I have a dictionary where keys are strings, and values are integers.
stats = {'a': 1, 'b': 3000, 'c': 0}

How do I get the key with the maximum value? In this case, it is 'b'.

Is there a nicer ...",66
"Deleting array elements in JavaScript - delete vs splice What is the difference between using the delete operator on the array element as opposed to using the Array.splice method? 

For example:

myArray = ['a', 'b', 'c', 'd'];

delete myArray[1];
//  or
...",105
"How to sort an array of integers? Trying to get the highest and lowest value from an array that I know will contain only integers seems to be harder than I thought.


var numArray = [140000, 104, 99];
numArray = numArray.sort();
...",105
"How can I pass arguments to a batch file? I need to pass an ID and a password to a batch file at the time of running rather than hardcoding them into the file.

Here's what the command line looks like:

test.cmd admin P@55w0rd > test-log....",87
"How to uncommit my last commit in Git [duplicate] How can I uncommit my last commit in git?

Is it

git reset --hard HEAD
or

git reset --hard HEAD^
?",25
"How can I output MySQL query results in CSV format? Is there an easy way to run a MySQL query from the Linux command line and output the results in CSV format?
Here's what I'm doing now:
mysql -u uid -ppwd -D dbname << EOQ | sed -e 's/        /,/...",45
"What does the 'b' character do in front of a string literal? Apparently, the following is the valid syntax:
b'The string'

I would like to know:

What does this b character in front of the string mean?
What are the effects of using it?
What are appropriate ...",66
Hex transparency in colors [duplicate] I'm working on implementing a widget transparency option for my app widget although I'm having some trouble getting the hex color values right. Being completely new to hex color transparency I ...,98
"How do I move to end of line in Vim? I know how to generally move around in command mode, specifically, jumping to lines, etc. But what is the command to jump to the end of the line that I am currently on?",88
"Count number of lines in a non binary file (Like a CSV or a TXT) file in terminal [closed] I have a text file, and I like to know the total number of line withou opening it. My document is like these, and I want to know how many lines actually...
09:16:39 AM  all    2.00    0.00    4.00    ...",72
"Difference between require, include, require_once and include_once? In PHP:
When should I use require vs. include?
When should I use require_once vs. include_once?",73
"What does ""static"" mean in C? I've seen the word static used in different places in C code; is this like a static function/class in C# (where the implementation is shared across objects)?",40
"Assigning default values to shell variables with a single command in bash I have a whole bunch of tests on variables in a bash (3.00) shell script where if the variable is not set, then it assigns a default, e.g.:

if [ -z ""${VARIABLE}"" ]; then 
    FOO='default'
else 
    ...",49
